property_type,society,sector,price_per_sqft,areaWithType,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Price_in_Crore,price,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,the lions cghs,sector 56,7884.0,Super Built up area 2600(241.55 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),2600.0,4,4,3+,6.0,South,Relatively New,2.05,,,2500.0,2400.0,0,0,0,0,1,2,101
flat,vatika sovereign park,sector 99,8812.0,Super Built up area 2780(258.27 sq.m.),2780.0,3,4,3,1.0,East,New Property,2.45,,2780.0,,,0,1,0,0,0,2,165
flat,millenia,sector 37c,6666.0,Carpet area: 600 (55.74 sq.m.),600.0,2,2,2,4.0,East,New Property,0.4,,,,600.0,0,0,0,0,0,0,29
flat,shapoorji pallonji joyville gurugram,sector 102,11475.0,Carpet area: 915 (85.01 sq.m.),915.0,2,2,2,0.0,,Under Construction,1.05,,,,915.0,0,0,0,0,0,0,49
flat,ild greens,sector 37c,7500.0,Super Built up area 1875(174.19 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1400.0,3,3,3,4.0,,New Property,1.05,,,1500.0,1400.0,0,0,0,0,0,2,5
flat,dlf regal gardens,sector 90,8040.0,Super Built up area 2215(205.78 sq.m.),2214.0,4,4,3+,12.0,North-East,Relatively New,1.78,,2215.0,,,0,0,0,0,0,0,61
flat,micasa sec 68,sohna road road,12244.0,Carpet area: 1225 (113.81 sq.m.),1225.0,2,2,3,11.0,,New Property,1.5,,,,1225.0,0,0,0,0,0,0,44
flat,dlf new town heights,sector 90,8638.0,Carpet area: 1447 (134.43 sq.m.),1447.0,3,4,3+,0.0,North-West,Old Property,1.25,,,,1447.0,0,1,0,0,0,1,31
house,unitech espace,sector 50,34846.0,Plot area 360(301.01 sq.m.),3240.0,5,5,3+,2.0,,Moderately Old,,11.29,,3240.0,,1,0,0,1,0,0,21
flat,breeze global heights,sector 33,6421.0,Built Up area: 623 (57.88 sq.m.)Carpet area: 599 sq.ft. (55.65 sq.m.),623.0,2,2,2,4.0,,Undefined,0.4,,,623.0,599.0,0,0,0,0,0,0,0
flat,m3m heights,sector 65,13957.0,Built Up area: 1433 (133.13 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),1433.0,2,2,2,32.0,,Undefined,2.0,,,1433.0,1000.0,0,0,0,0,0,0,48
house,independent,sector 9,55000.0,Plot area 200(18.58 sq.m.),200.0,4,3,1,2.0,North-East,Old Property,,1.1,,200.0,,0,0,0,0,0,0,0
flat,raheja vedaanta,sector 108,4651.0,Super Built up area 1505(139.82 sq.m.),1505.0,2,2,2,12.0,South,Moderately Old,0.7,,1505.0,,,0,0,0,0,0,0,72
flat,shapoorji pallonji joyville gurugram,sector 102,14068.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),1450.0,3,3,3+,1.0,South,Relatively New,2.04,,,,1450.0,0,0,0,0,0,0,72
flat,railway officers rpf society,sector 9a,6921.0,Carpet area: 1806 (167.78 sq.m.),1806.0,4,3,3,1.0,South-West,Old Property,1.25,,,,1806.0,0,1,0,0,0,2,12
flat,godrej,sector 79,8474.0,Super Built up area 2366(219.81 sq.m.)Built Up area: 1963 sq.ft. (182.37 sq.m.)Carpet area: 1629 sq.ft. (151.34 sq.m.),2360.0,3,4,3+,9.0,East,Relatively New,2.0,,,1963.0,1629.0,0,1,0,0,0,0,108
flat,bptp mansions park prime,sector 66,10853.0,Super Built up area 2764(256.78 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),2764.0,4,4,3,3.0,North,Relatively New,3.0,,,2700.0,2500.0,1,1,0,1,1,2,174
flat,experion windchants,sector 112,11529.0,Super Built up area 4857(451.23 sq.m.)Built Up area: 3662.34 sq.ft. (340.24 sq.m.),4857.0,4,6,3+,15.0,North-East,Moderately Old,5.6,,,3662.34,,0,1,0,0,0,2,157
flat,umang winter hills,sector 77,5588.0,Super Built up area 1342(124.68 sq.m.)Built Up area: 1140 sq.ft. (105.91 sq.m.)Carpet area: 969 sq.ft. (90.02 sq.m.),1342.0,2,2,2,8.0,South,Relatively New,0.75,,,1140.0,969.0,0,0,1,0,0,2,102
flat,pyramid urban,sector 67a,7928.0,Carpet area: 700 (65.03 sq.m.),700.0,2,2,2,0.0,North-East,Relatively New,0.555,,,,700.0,0,0,0,0,1,0,49
house,dlf new town heights,sector 91,7058.0,Plot area 3400(315.87 sq.m.),3542.0,4,4,3+,3.0,East,Moderately Old,,2.5,,3400.0,,1,1,1,1,0,2,80
flat,sobha city,sector 108,13758.0,Super Built up area 1381(128.3 sq.m.),1381.0,2,2,2,8.0,East,Relatively New,1.9,,1381.0,,,0,0,0,0,0,0,85
flat,signature global park,sohna road,6331.0,Carpet area: 845 (78.5 sq.m.),845.0,2,2,2,4.0,West,Relatively New,0.535,,,,845.0,0,0,0,1,0,0,159
flat,signature andour heights,sector 71,10172.0,Super Built up area 639(59.37 sq.m.)Carpet area: 542 sq.ft. (50.35 sq.m.),639.0,2,2,1,10.0,South-West,Relatively New,0.65,,,,542.0,0,0,0,0,0,2,23
flat,m3m merlin,sector 67,13671.0,Super Built up area 2048(190.27 sq.m.),2048.0,3,3,3,2.0,East,Relatively New,2.8,,2048.0,,,0,0,1,0,0,1,174
flat,microtek greenburg,sector 86,9797.0,Built Up area: 1480 (137.5 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),1480.0,3,2,3,8.0,North-East,Relatively New,1.45,,,1480.0,1050.0,0,0,0,0,0,1,72
flat,ss the leaf,sector 85,7779.0,Super Built up area 1671(155.24 sq.m.)Carpet area: 1169 sq.ft. (108.6 sq.m.),1671.0,2,2,3+,16.0,East,Relatively New,1.3,,,,1169.0,0,0,1,0,0,0,148
house,vipul tatvam villa,sector 48,38194.0,Plot area 350(292.64 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 240 sq.yards (200.67 sq.m.),2160.0,4,4,3+,3.0,North-East,Relatively New,,8.25,,300.0,240.0,0,1,1,0,0,2,160
house,independent,begampur khatola,3500.0,Carpet area: 2000 (185.81 sq.m.),2000.0,4,4,0,2.0,East,Undefined,,0.7,,,2000.0,0,0,0,0,0,0,0
flat,ramprastha the edge towers,sector 37d,5319.0,Built Up area: 1410 (130.99 sq.m.),1410.0,2,2,3,19.0,,Moderately Old,0.75,,,1410.0,,0,0,0,0,0,0,63
house,independent,sector 28,20833.0,Plot area 40(33.45 sq.m.),360.0,7,4,3+,4.0,,Moderately Old,,0.75,,360.0,,0,0,0,0,0,0,7
flat,vatika gurgaon,sector 83,6051.0,Super Built up area 1735(161.19 sq.m.),1818.0,3,3,3,12.0,North,Relatively New,1.1,,1735.0,,,0,1,0,0,0,2,66
flat,sbtl caladium,sector 109,6914.0,Super Built up area 1880(174.66 sq.m.),1880.0,3,2,3,16.0,East,Moderately Old,1.3,,1880.0,,,0,0,0,0,0,0,134
flat,ansal heights 86,sector 86,5735.0,Built Up area: 1360 (126.35 sq.m.),1360.0,2,2,2,8.0,North,New Property,0.78,,,1360.0,,0,0,0,0,0,0,72
flat,woodstock floors,sector 50,10627.0,Carpet area: 988 (91.79 sq.m.),988.0,2,2,2,2.0,North,Moderately Old,1.05,,,,988.0,0,0,0,0,0,0,53
flat,tulip violet,sector 69,9822.0,Super Built up area 1578(146.6 sq.m.),1578.0,3,3,2,5.0,North-East,Relatively New,1.55,,1578.0,,,0,0,0,1,0,0,99
house,dlf city phase 1,sector 26,30556.0,Plot area 200(167.23 sq.m.),1800.0,4,4,3,2.0,North-East,Moderately Old,,5.5,,1800.0,,1,1,0,1,0,0,69
flat,bestech park view residency,sector 2,7865.0,Super Built up area 1780(165.37 sq.m.),1780.0,3,3,3+,6.0,North,Old Property,1.4,,1780.0,,,0,0,0,0,0,1,107
house,independent,sector 4,10601.0,Plot area 49(40.97 sq.m.)Built Up area: 50 sq.yards (41.81 sq.m.)Carpet area: 48 sq.yards (40.13 sq.m.),443.0,2,2,1,2.0,East,New Property,,0.47,,50.0,48.0,1,0,0,0,0,2,73
house,independent,sector 12,13333.0,Built Up area: 675 (62.71 sq.m.),675.0,4,4,0,2.0,,Undefined,,0.9,,675.0,,0,0,0,0,0,0,0
flat,emaar mgf emerald floors premier,sector 65,14242.0,Super Built up area 1650(153.29 sq.m.),1650.0,3,3,3,2.0,West,Relatively New,2.35,,1650.0,,,1,1,0,0,0,2,168
flat,emaar palm gardens,sector 83,7789.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),1900.0,3,3,3,7.0,East,Relatively New,1.48,,,,1240.04,0,1,0,0,0,0,66
flat,ats triumph,sector 104,8412.0,Super Built up area 3150(292.64 sq.m.),3150.0,4,4,3+,10.0,North-East,Relatively New,2.65,,3150.0,,,0,1,0,0,0,0,174
house,not applicable,sector 4,11718.0,Plot area 640(59.46 sq.m.),640.0,5,4,3,2.0,,Moderately Old,,0.75,,640.0,,0,0,0,0,0,0,0
flat,apna enclave,sector 3,6105.0,Super Built up area 950(88.26 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 744 sq.ft. (69.12 sq.m.),950.0,2,2,2,2.0,North-East,Old Property,0.58,,,900.0,744.0,0,0,0,0,0,0,66
flat,shree vardhman flora,sector 90,4404.0,Super Built up area 1930(179.3 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),1930.0,3,4,3,3.0,South-East,Relatively New,0.85,,,,1450.0,0,1,1,0,0,0,110
flat,vatika sovereign next,sector 82a,7500.0,Carpet area: 5140 (477.52 sq.m.),5133.0,5,6,3+,6.0,,New Property,3.85,,,,5140.0,0,1,0,1,0,0,148
flat,bestech park view sanskruti,sector 92,9687.0,Super Built up area 1995(185.34 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1600.0,3,3,3,17.0,,Relatively New,1.55,,,,1600.0,0,1,0,0,0,2,60
flat,orris carnation residency,sector 85,4531.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1575 sq.ft. (146.32 sq.m.)Carpet area: 1435 sq.ft. (133.32 sq.m.),1975.0,4,4,3,8.0,East,Moderately Old,0.895,,,1575.0,1435.0,0,0,0,0,0,2,40
flat,dlf the primus,sector 82a,10936.0,Super Built up area 2606(242.11 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2606.0,4,4,3+,2.0,North-East,New Property,2.85,,,,1800.0,0,1,0,0,0,1,174
flat,sbr apartment,sector 1a imt manesar,4456.0,Built Up area: 1526 (141.77 sq.m.),1526.0,3,3,3,2.0,,Moderately Old,0.68,,,1526.0,,0,0,0,0,0,0,0
flat,krrish provence estate,gwal pahari,9051.0,Super Built up area 5800(538.84 sq.m.),5800.0,4,5,3+,2.0,North-East,New Property,5.25,,5800.0,,,1,1,0,1,0,0,49
house,independent,sector 25,32222.0,Plot area 150(125.42 sq.m.),1350.0,5,4,3,3.0,North,Old Property,,4.35,,1350.0,,0,1,0,0,0,0,49
flat,unitech uniworld gardens,sector 47,10531.0,Carpet area: 997 (92.62 sq.m.),997.0,2,2,2,3.0,North-East,Relatively New,1.05,,,,997.0,0,0,0,0,0,2,34
flat,m3m the marina,sector 68,12500.0,Carpet area: 800 (74.32 sq.m.),800.0,2,2,3,21.0,,Relatively New,1.0,,,,800.0,0,0,0,0,0,0,31
house,sobha city,sector 108,,Built Up area: 7331 (681.07 sq.m.),,5,1,0,1.0,,Old Property,,,,7331.0,,0,0,0,0,0,0,59
house,floor wise designer kothi,sector 25,48148.0,Plot area 300(250.84 sq.m.),2700.0,12,16,3+,4.0,North-East,New Property,,13.0,,2700.0,,1,1,1,1,0,2,144
house,tata primanti,sector 72,13492.0,Plot area 6300(585.29 sq.m.),6300.0,5,6,3+,10.0,East,Relatively New,,8.5,,6300.0,,1,1,1,1,0,2,145
flat,dhoot time residency,sector 63,12813.0,Super Built up area 1717(159.51 sq.m.),1717.0,3,4,3+,8.0,North-West,Moderately Old,2.2,,1717.0,,,1,0,0,0,0,2,61
flat,dnha cghs,sector 1,3864.0,Built Up area: 2200 (204.39 sq.m.),2200.0,3,3,0,5.0,,Undefined,0.85,,,2200.0,,0,0,0,0,0,0,0
flat,global hill view,sector-11 sohna road,4861.0,Super Built up area 704(65.4 sq.m.)Built Up area: 658 sq.ft. (61.13 sq.m.)Carpet area: 554.17 sq.ft. (51.48 sq.m.),720.0,2,2,2,10.0,East,New Property,0.35,,,658.0,554.17,0,0,0,0,0,0,118
house,unitech espace,sector 50,32253.0,Plot area 360(301.01 sq.m.),3240.0,5,7,3+,3.0,,Moderately Old,,10.45,,3240.0,,1,1,0,1,1,2,153
house,independent,sector 9,12938.0,Plot area 292(244.15 sq.m.),2628.0,9,9,3,3.0,West,Moderately Old,,3.4,,2628.0,,0,0,0,0,0,2,61
house,independent,sector 7,11717.0,Carpet area: 110 (91.97 sq.m.),990.0,5,4,2,1.0,North-East,Undefined,,1.16,,,110.0,0,0,0,0,0,0,0
flat,vatika gurgaon,sector 83,6987.0,Super Built up area 1245(115.66 sq.m.),1245.0,2,2,2,3.0,East,Moderately Old,0.87,,1245.0,,,0,0,0,0,0,0,35
flat,bestech park view grand spa,sector 81,8834.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2354 sq.ft. (218.69 sq.m.),2660.0,3,4,3+,10.0,North-West,Relatively New,2.35,,,,2354.0,0,1,0,0,0,0,109
flat,emaar palm heights,sector 77,8839.0,Super Built up area 2025(188.13 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1548 sq.ft. (143.81 sq.m.),2025.0,3,3,3,1.0,North-East,New Property,1.79,,,1600.0,1548.0,0,1,0,0,0,2,49
flat,dlf the primus,sector 82a,13430.0,Carpet area: 2606 (242.11 sq.m.),2606.0,5,5,3+,14.0,North-East,Relatively New,3.5,,,,2606.0,1,0,0,0,0,1,49
house,independent,sector 7,9103.0,Built Up area: 758 (70.42 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),758.0,1,1,1,2.0,,Undefined,,0.69,,758.0,500.0,0,0,0,0,0,0,0
flat,vipul lavanya,sector 81,5265.0,Super Built up area 1225(113.81 sq.m.)Carpet area: 776 sq.ft. (72.09 sq.m.),1225.0,2,2,2,14.0,,Moderately Old,0.645,,,,776.0,0,0,0,0,0,0,96
house,independent,sector 40,38986.0,Plot area 342(285.96 sq.m.),3078.0,16,16,3+,4.0,,New Property,,12.0,,3078.0,,1,1,1,1,0,2,0
flat,m3m soulitude,sector 89,16923.0,Carpet area: 780 (72.46 sq.m.),780.0,3,3,3,1.0,,Under Construction,1.32,,,,780.0,0,0,0,0,0,0,45
house,emaar mgf marbella,sector 66,,Plot area 350(292.64 sq.m.)Built Up area: 6500 sq.yards (5434.83 sq.m.),,4,4,3+,3.0,North,New Property,,,,6500.0,,1,1,1,1,0,0,136
flat,vatika city,sector 49,8622.0,Carpet area: 1960 (182.09 sq.m.),1960.0,3,3,3,3.0,North,Moderately Old,1.69,,,,1960.0,0,0,0,1,0,0,136
house,independent,sector 40,21124.0,Plot area 263(219.9 sq.m.),2367.0,9,9,3+,3.0,North-West,Moderately Old,,5.0,,2367.0,,0,1,1,0,0,2,83
flat,avl 36 gurgaon,sector 36a,8990.0,Super Built up area 406(37.72 sq.m.)Carpet area: 402 sq.ft. (37.35 sq.m.),406.0,1,1,1,7.0,West,Relatively New,0.365,,,,402.0,0,0,0,0,0,0,95
house,independent,sector 39,17980.0,Plot area 900(83.61 sq.m.),945.0,2,2,3+,3.0,,Moderately Old,,1.7,,900.0,,0,1,1,0,0,0,45
house,international city by sobha phase 2,sector 109,10463.0,Plot area 600(501.68 sq.m.),5400.0,4,4,3+,2.0,North-East,New Property,,5.65,,5400.0,,0,1,0,0,1,2,44
flat,ansals duplex flat,sector 2,7307.0,Carpet area: 1300 (120.77 sq.m.),1300.0,2,3,2,1.0,North-East,Old Property,0.95,,,,1300.0,1,0,0,0,0,2,20
flat,experion the heartsong,sector 108,7014.0,Super Built up area 1283(119.19 sq.m.),1283.0,2,3,3,7.0,East,Relatively New,0.9,,1283.0,,,0,1,0,0,1,0,72
flat,dlf new town heights,sector 86,6735.0,Super Built up area 1930(179.3 sq.m.),1930.0,3,3,3,12.0,North,Moderately Old,1.3,,1930.0,,,0,1,0,0,0,2,165
flat,indiabulls enigma,sector 110,10264.0,Super Built up area 3400(315.87 sq.m.),3400.0,4,5,3,7.0,North-West,Relatively New,3.49,,3400.0,,,0,1,0,0,0,0,165
house,independent,sector 7,22222.0,Plot area 400(334.45 sq.m.),3600.0,4,5,3+,1.0,North-East,Old Property,,8.0,,3600.0,,1,1,0,1,0,0,31
flat,vipul belmonte,sector 53,24489.0,Super Built up area 2450(227.61 sq.m.),2450.0,3,4,3+,6.0,North-West,Moderately Old,6.0,,2450.0,,,0,1,0,0,1,2,26
flat,"gokuldham society, bahadurgarh",sector-7 hous,5555.0,Super Built up area 900(83.61 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),900.0,2,2,2,2.0,,Moderately Old,0.5,,,,750.0,0,0,1,0,0,0,0
flat,ats triumph,sector 104,8317.0,Super Built up area 3150(292.64 sq.m.),3150.0,4,4,3+,14.0,North,Relatively New,2.62,,3150.0,,,0,1,0,0,0,0,174
flat,imperia the esfera,sector 37c,5454.0,Super Built up area 1815(168.62 sq.m.)Carpet area: 1510 sq.ft. (140.28 sq.m.),1815.0,3,4,3,9.0,North-East,Relatively New,0.99,,,,1510.0,0,1,0,0,0,0,49
house,shree krishna homes,sector 104,50000.0,Plot area 80(7.43 sq.m.)Built Up area: 795 sq.ft. (73.86 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),96.0,2,2,1,1.0,North-East,New Property,,0.48,,795.0,720.0,1,0,0,1,1,0,44
flat,assotech blith,sector 99,6739.0,Super Built up area 1365(126.81 sq.m.),1365.0,2,2,3+,22.0,,Under Construction,0.92,,1365.0,,,0,0,0,0,0,0,56
flat,meditech apartment,sector 56,8166.0,Super Built up area 3000(278.71 sq.m.)Built Up area: 2900 sq.ft. (269.42 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),3000.0,4,4,3+,1.0,West,Relatively New,2.45,,,2900.0,2800.0,0,0,0,0,1,2,118
house,bptp visionnaire,sector 70a,22222.0,Plot area 300(250.84 sq.m.),2700.0,5,4,3,3.0,North-East,New Property,,6.0,,2700.0,,1,0,0,0,0,0,40
flat,tulip white,sector 69,6787.0,Carpet area: 1326 (123.19 sq.m.),1326.0,3,2,3,6.0,North-East,Relatively New,0.9,,,,1326.0,0,0,0,1,0,0,121
flat,emaar gurgaon greens,sector 102,7878.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1155 sq.ft. (107.3 sq.m.),1650.0,3,3,3,7.0,North-East,Relatively New,1.3,,,,1155.0,0,1,0,0,0,0,93
flat,signature global park,sohna road,6388.0,Super Built up area 845.3(78.53 sq.m.)Carpet area: 528.3 sq.ft. (49.08 sq.m.),845.0,2,2,3,4.0,East,New Property,0.54,,,,528.3,0,0,0,0,0,0,44
flat,m3m skycity,sector 65,17039.0,Carpet area: 2054 (190.82 sq.m.),2054.0,3,3,3,15.0,East,New Property,3.5,,,,2054.0,1,1,0,1,0,2,166
house,international city by sobha phase 1,sector 109,24280.0,Plot area 270(225.75 sq.m.),2430.0,4,5,2,2.0,East,Relatively New,,5.9,,2430.0,,0,1,0,0,0,2,111
flat,krrish provence estate,gwal pahari,9482.0,Super Built up area 5800(538.84 sq.m.),5800.0,4,5,3+,11.0,East,New Property,5.5,,5800.0,,,1,1,0,1,0,0,151
flat,dlf new town heights,sector 90,6514.0,Super Built up area 2364(219.62 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),2364.0,4,4,3+,12.0,South-West,Moderately Old,1.54,,,2200.0,1850.0,0,1,0,1,0,2,111
flat,tulip violet,sector 69,8623.0,Super Built up area 1970(183.02 sq.m.),1971.0,4,4,1,12.0,North-West,Relatively New,1.7,,1970.0,,,0,0,0,0,0,0,88
flat,hanumanta apartment,rajiv colony,5308.0,Super Built up area 810(75.25 sq.m.),810.0,2,2,1,1.0,,Moderately Old,0.43,,810.0,,,0,0,0,0,0,0,7
flat,avl 36 gurgaon,sector 36a,7500.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 727 sq.ft. (67.54 sq.m.),1000.0,2,2,2,5.0,North-East,Relatively New,0.75,,,,727.0,0,0,0,0,0,0,26
flat,deepak minda,sector 1a imt manesar,4715.0,Carpet area: 2651 (246.29 sq.m.),2651.0,4,4,3+,6.0,,Moderately Old,1.25,,,,2651.0,0,0,0,0,0,2,44
flat,bptp terra,sector 37d,10000.0,Super Built up area 2443(226.96 sq.m.),2080.0,4,4,3,0.0,North-East,New Property,2.08,,2443.0,,,1,1,0,1,0,0,121
house,independent,sector 4,630.0,Plot area 1500(1254.19 sq.m.),13492.0,3,3,1,1.0,North,Relatively New,,0.85,,13500.0,,0,0,0,0,1,0,0
flat,signature global city 81,sector 81,8279.0,Carpet area: 1075 (99.87 sq.m.),1075.0,2,2,2,3.0,North,Under Construction,0.89,,,,1075.0,0,0,0,0,1,0,20
flat,sare crescent parc,sector 92,4596.0,Carpet area: 1414 (131.36 sq.m.),1414.0,3,3,3,3.0,,Moderately Old,0.65,,,,1414.0,0,0,0,0,0,0,44
flat,vipul lavanya,sector 81,8000.0,Super Built up area 1250(116.13 sq.m.),1250.0,2,2,2,7.0,,Relatively New,1.0,,1250.0,,,0,0,0,0,0,0,31
flat,deepak minda,sector 1a imt manesar,4528.0,Carpet area: 2650 (246.19 sq.m.),2650.0,3,3,3+,6.0,North-West,Moderately Old,1.2,,,,2650.0,0,1,0,0,0,0,7
flat,alpha corp gurgaonone,sector 84,6523.0,Super Built up area 3434(319.03 sq.m.)Carpet area: 2900 sq.ft. (269.42 sq.m.),3434.0,4,4,3,12.0,West,Relatively New,2.24,,,,2900.0,0,1,0,0,0,0,20
house,independent,sector 14,18088.0,Plot area 215(179.77 sq.m.)Built Up area: 214 sq.yards (178.93 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),1935.0,6,4,2,2.0,West,Old Property,,3.5,,214.0,180.0,0,0,0,0,1,2,27
flat,bestech park view spa next,sector 67,12599.0,Super Built up area 2635(244.8 sq.m.),2635.0,4,5,3+,12.0,West,Moderately Old,3.32,,2635.0,,,0,1,0,0,0,2,174
flat,espire south,sector 68,9050.0,Built Up area: 1460 (135.64 sq.m.),1459.0,2,2,2,9.0,,New Property,1.32,,,1460.0,,0,0,0,0,0,0,0
flat,emaar imperial gardens,sector 102,9600.0,Carpet area: 2000 (185.81 sq.m.),2000.0,3,3,3,12.0,North-East,Relatively New,1.92,,,,2000.0,1,1,1,1,0,0,95
house,spaze privy,sector 72,6981.0,Built Up area: 3653 (339.37 sq.m.)Carpet area: 2922 sq.ft. (271.46 sq.m.),4426.0,5,5,3+,14.0,East,Relatively New,,3.09,,3653.0,2922.0,0,1,0,0,0,2,33
flat,central park 2 bellevue,sector 48,10754.0,Super Built up area 2557(237.55 sq.m.)Carpet area: 2550 sq.ft. (236.9 sq.m.),2557.0,3,4,3+,3.0,,Moderately Old,2.75,,,,2550.0,0,0,0,0,0,0,32
house,independent,sector 4,105263.0,Plot area 57(5.3 sq.m.),57.0,3,3,1,2.0,,Old Property,,0.6,,57.0,,0,0,0,0,1,0,0
flat,ss the leaf,sector 85,7179.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1730 sq.ft. (160.72 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),1741.0,2,2,3,10.0,South-East,Relatively New,1.25,,,1730.0,1720.0,0,0,0,0,0,0,49
house,independent,sector 82,21605.0,Plot area 360(301.01 sq.m.),3240.0,4,4,3+,1.0,North-East,Relatively New,,7.0,,3240.0,,1,1,0,1,0,2,49
flat,m3m capital,sector 113,12619.0,Carpet area: 2298 (213.49 sq.m.),2298.0,4,4,3+,11.0,North,Under Construction,2.9,,,,2298.0,1,1,0,0,0,0,49
flat,the close north,sector 50,11401.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),2605.0,3,3,3+,8.0,North,Moderately Old,2.97,,,2600.0,2100.0,0,1,0,0,0,2,174
flat,hero homes,sector 104,9565.0,Super Built up area 1359(126.26 sq.m.)Carpet area: 861.97 sq.ft. (80.08 sq.m.),1411.0,3,2,2,18.0,East,New Property,1.35,,,,861.97,0,0,0,0,0,0,49
flat,shree vardhman victoria,sector 70,8518.0,Super Built up area 1350(125.42 sq.m.),1350.0,2,2,3,8.0,South-East,Relatively New,1.15,,1350.0,,,1,0,0,0,1,0,49
flat,umang winter hills,sector 77,5296.0,Super Built up area 2077(192.96 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),2077.0,3,4,3+,9.0,North,Relatively New,1.1,,,,1600.0,0,1,0,0,0,0,49
flat,surendra avenue 69,sector 69,6818.0,Built Up area: 1100 (102.19 sq.m.),1100.0,2,2,2,4.0,,Moderately Old,0.75,,,1100.0,,0,0,0,0,0,0,0
flat,ss the leaf,sector 83,7225.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),1647.0,2,2,3,4.0,South-East,Relatively New,1.19,,,1630.0,1620.0,0,0,0,0,0,0,49
house,vatika signature villas,sector 82,21759.0,Plot area 240(200.67 sq.m.),2160.0,3,3,3+,3.0,,New Property,,4.7,,2160.0,,0,1,0,0,0,0,33
house,independent,sector 43,29074.0,Plot area 300(250.84 sq.m.),2700.0,9,9,3+,3.0,West,Relatively New,,7.85,,2700.0,,1,1,0,1,1,1,49
house,independent,sector 25,36111.0,Plot area 200(167.23 sq.m.),1800.0,4,3,3,3.0,,Moderately Old,,6.5,,1800.0,,1,0,0,1,0,0,19
house,independent,sector 14,18889.0,Plot area 380(317.73 sq.m.)Built Up area: 380 sq.yards (317.73 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),3420.0,5,5,2,3.0,East,Moderately Old,,6.46,,380.0,300.0,1,1,0,1,0,2,27
flat,experion windchants,sector 112,11584.0,Super Built up area 4739(440.27 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.),4739.0,4,5,3+,5.0,South,Relatively New,5.49,,,3655.35,,0,1,0,0,0,2,168
house,suncity avenue 76,sector 76,10067.0,Plot area 745(69.21 sq.m.)Built Up area: 745 sq.ft. (69.21 sq.m.),745.0,2,2,2,11.0,North-East,New Property,,0.75,,745.0,,0,0,0,0,0,0,40
flat,conscient heritage max,sector 102,10004.0,Super Built up area 2149(199.65 sq.m.),2149.0,3,4,3+,18.0,South,Relatively New,2.15,,2149.0,,,1,1,0,0,0,2,134
flat,tulip monsella,sector 53,20816.0,Built Up area: 2892 (268.68 sq.m.),2892.0,3,3,3,29.0,,Under Construction,6.02,,,2892.0,,0,0,0,0,0,0,68
flat,m3m one key resiments,sector 67,13115.0,Built Up area: 610 (56.67 sq.m.),610.0,1,1,0,0.0,,Undefined,0.8,,,610.0,,0,0,0,0,0,0,0
flat,mapsko casa bella,sector 82,6134.0,Super Built up area 4890(454.3 sq.m.),4891.0,4,6,3+,25.0,West,Relatively New,3.0,,4890.0,,,0,1,0,1,0,2,119
