property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,Price_in_Crore
1.0,148.0,4.0,4,3.0,3.0,232.0,1,0,2,1.0,2.0,2.4406666666666665
0.0,181.0,2.0,2,2.0,1.0,1424.0,0,0,2,0.0,0.0,1.4
1.0,114.0,7.0,7,4.0,0.0,3000.0,0,0,2,1.0,2.0,6.959999999999999
0.0,176.0,3.0,3,3.0,3.0,1319.0,1,0,0,1.0,2.0,1.6
0.0,190.0,3.0,3,3.0,0.0,1748.0,0,0,0,1.0,0.0,1.85
0.0,191.0,3.0,3,3.0,3.0,1644.0,1,0,1,2.0,0.0,1.4
1.0,91.0,4.0,5,4.0,3.0,7000.0,0,0,2,2.0,1.0,1.7596
0.0,97.0,3.0,2,2.0,3.0,1167.0,0,0,2,0.0,2.0,1.9
0.0,97.0,5.0,6,4.0,0.0,7460.0,0,0,0,2.0,0.0,6.0
0.0,158.0,3.0,3,3.0,0.0,2200.0,0,0,0,1.0,2.0,1.7
1.0,110.0,4.0,4,3.0,3.0,1415.0,0,1,2,1.0,1.0,1.0565454545454545
0.0,193.0,2.0,2,2.0,3.0,1075.0,0,0,0,1.0,2.0,0.685
1.0,110.0,5.0,5,2.0,2.0,4680.0,1,1,1,2.0,1.0,1.0565454545454545
0.0,201.0,3.0,3,3.0,3.0,1700.0,1,0,0,1.0,2.0,0.72
0.0,124.0,3.0,3,2.0,2.0,1477.0,0,0,0,1.0,1.0,1.3
1.0,115.0,2.0,9,4.0,3.0,2300.5,1,0,2,0.0,2.0,5.033333333333333
1.0,158.0,2.0,2,0.0,0.0,162.0,0,0,0,1.0,1.0,1.4874418604651165
1.0,159.0,4.0,4,2.0,0.0,1728.0,1,0,2,1.0,2.0,2.655
1.0,227.0,2.0,2,1.0,0.0,459.0,0,0,0,1.0,1.0,1.7596
0.0,185.0,3.0,3,4.0,3.0,982.0,0,0,2,2.0,0.0,1.2
0.0,193.0,2.0,2,3.0,3.0,1600.0,0,0,0,0.0,2.0,1.1
0.0,193.0,3.0,3,2.0,0.0,1350.0,0,0,0,1.0,2.0,0.72
0.0,221.0,2.0,2,3.0,4.0,1350.0,0,0,0,2.0,2.0,0.78
0.0,84.0,2.0,2,3.0,3.0,1215.0,0,0,2,1.0,2.0,1.26
0.0,184.0,3.0,4,3.0,0.0,1668.0,1,0,0,2.0,2.0,0.88
0.0,215.0,3.0,3,2.0,3.0,1392.0,0,0,0,2.0,1.0,0.74
0.0,221.0,3.0,2,4.0,1.0,1228.0,0,0,0,2.0,2.0,0.75
0.0,185.0,2.0,2,4.0,1.0,1351.0,0,0,2,1.0,2.0,1.1
0.0,192.0,2.0,2,1.0,3.0,547.0,0,1,0,2.0,2.0,0.35
1.0,115.0,6.0,6,1.0,3.0,2844.0,0,1,2,2.0,2.0,5.033333333333333
0.0,170.0,3.0,4,3.0,3.0,2159.0,1,0,2,2.0,0.0,3.4
0.0,164.0,3.0,3,2.0,1.0,1630.0,0,0,0,1.0,2.0,2.55
1.0,223.0,2.0,1,2.0,0.0,900.0,0,0,0,1.0,1.0,1.2795
0.0,148.0,3.0,3,3.0,3.0,2033.0,0,0,0,1.0,0.0,2.23
0.0,168.0,2.0,2,3.0,4.0,1261.0,0,0,2,1.0,0.0,2.33
0.0,184.0,3.0,3,3.0,0.0,1853.0,0,0,0,1.0,2.0,1.05
0.0,95.0,3.0,4,4.0,3.0,2215.0,1,1,0,2.0,0.0,2.65
0.0,148.0,5.0,4,4.0,3.0,3557.0,1,0,0,1.0,0.0,4.16
0.0,90.0,3.0,4,2.0,1.0,2072.9,0,0,0,2.0,0.0,3.35
0.0,134.0,3.0,3,3.0,3.0,1711.0,0,0,0,2.0,2.0,1.45
0.0,200.0,2.0,2,2.0,3.0,1310.0,0,0,0,2.0,2.0,0.95
1.0,206.0,9.0,9,4.0,3.0,14.0,0,0,2,1.0,2.0,1.1466666666666667
0.0,182.0,2.0,2,3.0,3.0,1325.0,0,0,2,1.0,0.0,0.75
0.0,177.0,3.0,4,3.0,3.0,2350.0,1,0,0,1.0,0.0,2.8
0.0,203.0,2.0,2,2.0,1.0,584.0,0,0,0,1.0,0.0,0.45
0.0,192.0,2.0,2,1.0,3.0,550.0,0,1,0,2.0,2.0,0.34
0.0,85.0,3.0,4,4.0,3.0,3800.0,1,0,2,1.0,2.0,1.9
0.0,181.0,2.0,2,4.0,3.0,1200.0,0,0,0,2.0,0.0,1.54
0.0,133.0,3.0,3,3.0,4.0,1500.0,0,0,0,2.0,1.0,0.9
0.0,191.0,2.0,2,2.0,3.0,990.0,0,0,2,0.0,1.0,0.6
0.0,154.0,4.0,4,3.0,0.0,2100.0,0,0,0,1.0,1.0,1.55
0.0,165.0,3.0,3,3.0,1.0,2588.79,1,0,2,1.0,0.0,4.0
0.0,156.0,3.0,4,4.0,3.0,1875.0,1,0,2,1.0,2.0,4.86
0.0,168.0,3.0,3,3.0,4.0,1828.0,0,0,0,2.0,0.0,3.0
0.0,221.0,2.0,2,1.0,1.0,681.0,0,0,0,1.0,2.0,0.4
0.0,168.0,4.0,3,2.0,3.0,3150.0,1,0,0,1.0,1.0,3.2
0.0,181.0,2.0,2,3.0,3.0,1300.0,0,1,0,0.0,0.0,1.5
0.0,201.0,4.0,3,3.0,3.0,2591.0,1,0,0,2.0,0.0,1.19
0.0,205.0,2.0,2,1.0,1.0,625.0,0,0,0,1.0,2.0,0.3
0.0,133.0,3.0,3,4.0,3.0,1818.0,1,0,0,1.0,1.0,1.44
0.0,84.0,3.0,3,3.0,3.0,1300.0,1,0,0,1.0,2.0,1.45
0.0,185.0,3.0,3,3.0,3.0,1323.0,0,0,2,2.0,2.0,1.2
0.0,221.0,2.0,2,4.0,3.0,965.0,0,0,0,2.0,2.0,0.8692
0.0,184.0,3.0,3,2.0,4.0,2813.0,1,0,0,2.0,0.0,4.75
1.0,145.0,2.0,5,4.0,0.0,1449.0,1,0,2,2.0,2.0,1.7596
0.0,193.0,3.0,4,4.0,3.0,1915.0,1,0,0,0.0,2.0,2.1
0.0,16.0,1.0,1,1.0,3.0,528.0,0,0,0,1.0,1.0,0.22
0.0,110.0,3.0,4,4.0,0.0,1920.0,1,0,0,2.0,2.0,1.5
0.0,194.0,2.0,2,1.0,1.0,569.0,0,0,0,2.0,2.0,0.43
0.0,201.0,3.0,3,2.0,3.0,1475.0,0,0,0,2.0,0.0,0.68
0.0,89.0,3.0,4,4.0,3.0,1900.0,1,0,0,2.0,2.0,1.45
0.0,179.0,4.0,5,4.0,3.0,2905.0,1,0,2,0.0,0.0,3.85
0.0,193.0,2.0,2,3.0,3.0,1772.0,0,0,0,1.0,0.0,1.14
0.0,134.0,3.0,3,3.0,3.0,1990.0,0,0,0,2.0,2.0,1.1
0.0,192.0,2.0,2,2.0,3.0,1200.0,0,0,0,2.0,0.0,0.6
0.0,221.0,2.0,2,2.0,3.0,1457.0,0,0,2,2.0,2.0,0.78
0.0,91.0,3.0,3,3.0,3.0,1745.0,0,0,0,2.0,2.0,1.68
1.0,114.0,3.0,3,1.0,2.0,540.0,0,0,0,1.0,1.0,6.959999999999999
0.0,84.0,3.0,3,3.0,3.0,1692.0,0,0,0,2.0,1.0,1.76
0.0,168.0,3.0,3,3.0,0.0,3080.0,1,0,2,2.0,0.0,6.15
0.0,84.0,2.0,2,1.0,4.0,903.0,0,0,0,2.0,2.0,1.1
0.0,192.0,2.0,2,1.0,3.0,549.0,0,1,2,2.0,1.0,0.34
0.0,42.0,3.0,2,2.0,0.0,1660.0,0,0,0,1.0,2.0,0.75
0.0,177.0,2.0,2,3.0,0.0,1602.0,0,0,2,1.0,0.0,1.3
1.0,116.0,5.0,5,2.0,3.0,1782.72,1,0,0,1.0,2.0,1.7596
0.0,205.0,2.0,2,1.0,3.0,625.0,0,0,0,2.0,2.0,0.261
1.0,143.0,5.0,6,4.0,0.0,2700.0,1,1,2,2.0,2.0,3.829565217391304
0.0,94.0,2.0,2,3.0,1.0,1200.0,1,1,2,0.0,2.0,1.08
1.0,118.0,5.0,6,4.0,1.0,3240.0,1,0,2,0.0,2.0,2.762380952380952
1.0,140.0,3.0,3,2.0,0.0,900.0,0,0,2,1.0,2.0,1.5
0.0,168.0,3.0,3,3.0,4.0,1667.0,0,0,0,2.0,0.0,3.0
0.0,188.0,2.0,2,3.0,3.0,700.0,0,0,0,2.0,2.0,0.5
0.0,205.0,2.0,2,3.0,3.0,1430.0,0,0,0,0.0,2.0,1.02
0.0,189.0,3.0,4,2.0,1.0,1790.0,1,0,0,2.0,0.0,0.99
0.0,189.0,2.0,2,2.0,3.0,1300.0,0,0,2,1.0,1.0,0.85
0.0,128.0,3.0,2,3.0,4.0,1273.0,0,0,0,1.0,1.0,0.72
0.0,199.0,3.0,3,4.0,3.0,1747.0,0,0,0,2.0,0.0,1.21
0.0,127.0,3.0,3,3.0,4.0,650.0,0,0,0,2.0,1.0,1.4
0.0,90.0,3.0,5,2.0,1.0,2343.0,1,0,0,2.0,0.0,3.95
0.0,97.0,3.0,4,3.0,3.0,1930.0,1,0,0,0.0,2.0,2.35
0.0,168.0,3.0,3,3.0,3.0,919.0,1,0,2,2.0,2.0,1.75
0.0,199.0,4.0,4,4.0,0.0,2364.0,1,0,2,2.0,0.0,1.65
1.0,219.0,5.0,5,3.0,2.0,2700.0,1,0,0,1.0,1.0,1.7596
1.0,151.0,4.0,4,2.0,0.0,4500.0,1,0,0,0.0,1.0,3.141923076923077
0.0,203.0,2.0,2,0.0,3.0,625.0,0,0,0,1.0,1.0,0.27
0.0,134.0,3.0,3,4.0,4.0,1636.0,0,0,0,2.0,2.0,1.35
0.0,174.0,2.0,2,1.0,3.0,700.0,0,0,0,1.0,1.0,0.36
0.0,133.0,2.0,2,4.0,3.0,1430.0,0,0,0,2.0,0.0,0.75
0.0,221.0,2.0,2,2.0,3.0,720.0,0,0,0,1.0,2.0,0.39
0.0,173.0,4.0,5,4.0,3.0,3216.0,0,0,0,1.0,0.0,3.25
0.0,188.0,4.0,4,4.0,3.0,3295.0,1,0,2,2.0,0.0,4.2
1.0,143.0,5.0,5,4.0,3.0,2700.0,1,0,2,1.0,2.0,3.829565217391304
0.0,199.0,2.0,3,2.0,3.0,1350.0,0,0,0,2.0,1.0,0.8
0.0,112.0,3.0,4,3.0,3.0,2500.0,1,0,1,2.0,2.0,4.78
0.0,185.0,2.0,2,3.0,1.0,1572.0,0,0,0,1.0,2.0,1.3
1.0,223.0,3.0,3,4.0,0.0,3500.0,1,0,0,1.0,1.0,1.2795
1.0,147.0,3.0,4,2.0,0.0,2592.0,1,1,2,2.0,1.0,3.82962962962963
0.0,173.0,3.0,3,1.0,3.0,1538.0,0,0,2,2.0,0.0,1.3
0.0,201.0,4.0,5,4.0,3.0,1870.0,1,0,0,2.0,0.0,0.9
0.0,151.0,3.0,3,4.0,0.0,1790.0,0,0,2,0.0,0.0,1.88
0.0,185.0,2.0,2,4.0,3.0,1295.0,0,0,0,1.0,0.0,0.78
1.0,115.0,5.0,5,4.0,0.0,9500.0,1,0,1,1.0,2.0,5.033333333333333
0.0,177.0,3.0,3,4.0,1.0,1900.0,1,0,0,0.0,2.0,1.69
0.0,112.0,3.0,4,4.0,3.0,2600.0,1,0,1,2.0,2.0,4.3
0.0,168.0,3.0,3,3.0,3.0,1875.0,1,0,2,2.0,1.0,2.0
1.0,67.0,3.0,3,3.0,0.0,1484.0,0,0,0,1.0,2.0,1.7596
1.0,169.0,4.0,4,4.0,3.0,5574.7,1,1,0,2.0,2.0,2.9189655172413795
0.0,188.0,3.0,3,4.0,0.0,1284.0,0,1,2,2.0,2.0,1.35
0.0,146.0,3.0,3,3.0,2.0,1955.0,0,0,2,2.0,1.0,1.65
0.0,221.0,2.0,2,1.0,3.0,743.0,0,0,0,1.0,0.0,0.28
0.0,27.0,3.0,3,2.0,4.0,1400.0,0,0,0,1.0,2.0,1.3
0.0,94.0,5.0,5,2.0,3.0,3500.0,1,0,0,0.0,2.0,4.1
0.0,199.0,4.0,3,4.0,0.0,2517.0,0,0,0,2.0,2.0,1.79
0.0,156.0,3.0,3,3.0,0.0,1382.0,0,0,0,1.0,1.0,5.7
0.0,170.0,3.0,4,4.0,0.0,1935.0,1,0,2,0.0,0.0,2.35
0.0,202.0,2.0,2,0.0,3.0,597.0,0,0,0,1.0,2.0,0.85
0.0,197.0,3.0,3,4.0,1.0,2150.0,1,0,0,1.0,0.0,1.85
0.0,171.0,2.0,2,2.0,3.0,1534.0,0,1,2,1.0,2.0,1.5
0.0,179.0,4.0,5,4.0,3.0,2625.0,1,0,0,1.0,2.0,3.5
0.0,201.0,3.0,2,2.0,3.0,1300.0,0,0,0,1.0,0.0,0.85
0.0,193.0,2.0,2,1.0,4.0,97.0,0,0,0,1.0,0.0,1.05
0.0,119.0,2.0,2,3.0,4.0,1038.0,0,0,0,1.0,0.0,1.25
0.0,188.0,4.0,5,2.0,3.0,3224.0,1,0,2,2.0,2.0,2.91
1.0,137.0,1.0,1,0.0,0.0,450.0,0,0,0,1.0,1.0,0.4544444444444444
0.0,89.0,2.0,2,4.0,0.0,1366.0,0,0,0,2.0,1.0,0.94
1.0,91.0,4.0,6,4.0,1.0,3600.0,1,1,0,0.0,2.0,1.7596
0.0,191.0,3.0,3,4.0,3.0,1600.0,0,0,2,2.0,2.0,1.1
0.0,201.0,3.0,4,4.0,3.0,1727.0,1,0,2,0.0,0.0,1.68
0.0,193.0,4.0,6,3.0,3.0,3920.0,1,0,0,0.0,2.0,2.2
1.0,147.0,3.0,3,2.0,0.0,3240.0,1,0,1,0.0,1.0,3.82962962962963
1.0,146.0,3.0,3,3.0,2.0,275.0,0,0,2,1.0,1.0,1.8833333333333333
0.0,205.0,2.0,1,0.0,1.0,511.0,0,0,0,1.0,0.0,0.3
0.0,120.0,3.0,2,1.0,3.0,1023.0,0,0,0,1.0,2.0,0.4
1.0,100.0,1.0,1,0.0,2.0,936.0,0,0,0,1.0,1.0,1.7596
1.0,91.0,3.0,2,0.0,3.0,2360.0,0,0,0,1.0,1.0,1.7596
0.0,96.0,3.0,3,2.0,3.0,2600.0,0,0,2,1.0,1.0,3.0
1.0,135.0,3.0,9,4.0,3.0,165.0,0,0,2,1.0,2.0,2.1
0.0,170.0,3.0,3,4.0,3.0,2055.0,1,0,2,0.0,0.0,2.87
0.0,90.0,4.0,5,4.0,3.0,2204.25,1,0,1,2.0,1.0,3.0
0.0,203.0,2.0,2,2.0,1.0,584.0,0,0,0,1.0,2.0,0.4
0.0,166.0,4.0,4,4.0,1.0,3150.0,0,0,2,2.0,2.0,4.49
1.0,100.0,2.0,6,0.0,2.0,192.0,0,0,0,1.0,2.0,1.7596
0.0,194.0,3.0,3,3.0,4.0,1895.0,1,0,0,1.0,2.0,1.05
0.0,221.0,1.0,1,1.0,3.0,477.85,0,0,2,1.0,2.0,0.22
0.0,164.0,3.0,3,2.0,4.0,1852.0,0,0,0,1.0,2.0,2.2
0.0,20.0,2.0,2,1.0,0.0,966.0,0,0,2,1.0,2.0,0.64
0.0,88.0,4.0,6,4.0,3.0,2355.0,1,0,0,2.0,0.0,1.42
0.0,205.0,3.0,3,0.0,1.0,1997.0,0,0,0,1.0,0.0,1.3
0.0,191.0,3.0,3,3.0,3.0,1245.0,1,0,2,0.0,0.0,1.3
0.0,199.0,4.0,4,4.0,0.0,2215.0,1,0,0,1.0,0.0,1.7
0.0,197.0,3.0,3,2.0,4.0,1648.0,0,0,0,2.0,2.0,1.28
0.0,168.0,2.0,2,3.0,1.0,909.0,0,0,0,1.0,2.0,2.1
0.0,98.0,2.0,2,1.0,1.0,818.0,0,0,1,1.0,1.0,0.6
0.0,188.0,3.0,2,4.0,3.0,1175.0,0,0,0,0.0,2.0,1.1
0.0,188.0,3.0,4,4.0,1.0,2100.0,1,0,1,0.0,0.0,2.26
0.0,183.0,4.0,3,3.0,3.0,1950.0,1,0,0,2.0,2.0,1.64
0.0,19.0,3.0,3,4.0,0.0,2600.0,0,0,0,2.0,2.0,2.25
0.0,221.0,2.0,2,1.0,3.0,665.0,0,0,0,1.0,0.0,0.42
0.0,158.0,4.0,4,4.0,2.0,2000.0,0,0,2,2.0,2.0,1.99
0.0,35.0,2.0,2,3.0,3.0,1200.0,0,0,0,1.0,2.0,1.5
1.0,137.0,4.0,4,4.0,2.0,1800.0,0,0,0,1.0,1.0,0.4544444444444444
0.0,151.0,3.0,3,4.0,0.0,2491.0,1,0,0,0.0,2.0,2.65
0.0,168.0,3.0,3,3.0,3.0,2979.0,1,0,2,2.0,0.0,5.2
0.0,90.0,3.0,4,2.0,3.0,2343.0,1,0,0,1.0,0.0,3.95
0.0,158.0,3.0,3,4.0,2.0,1900.0,1,0,0,0.0,2.0,1.45
0.0,193.0,3.0,3,1.0,3.0,1485.0,0,0,0,2.0,1.0,0.884
1.0,147.0,4.0,4,1.0,3.0,3240.0,0,0,0,1.0,1.0,3.82962962962963
0.0,169.0,3.0,4,3.0,3.0,2200.0,0,0,0,1.0,1.0,3.9
0.0,88.0,3.0,3,0.0,3.0,2450.0,0,0,0,2.0,0.0,3.9
1.0,116.0,4.0,5,2.0,0.0,3240.0,1,0,2,2.0,1.0,1.7596
0.0,127.0,4.0,4,4.0,2.0,4918.0,1,0,2,2.0,0.0,3.25
1.0,76.0,2.0,4,2.0,0.0,900.0,0,0,0,1.0,2.0,1.7596
0.0,192.0,2.0,2,0.0,3.0,568.0,0,0,0,1.0,2.0,0.39
1.0,92.0,2.0,1,2.0,2.0,900.0,0,0,0,1.0,1.0,1.275
0.0,2.0,3.0,3,1.0,1.0,1193.0,0,0,2,1.0,1.0,0.65
0.0,110.0,2.0,2,3.0,0.0,1565.0,0,0,0,2.0,0.0,0.98
1.0,13.0,2.0,3,2.0,3.0,1000.0,0,0,0,1.0,1.0,1.7596
1.0,110.0,4.0,4,4.0,0.0,2400.0,1,0,0,1.0,1.0,1.0565454545454545
0.0,194.0,3.0,4,4.0,0.0,1773.0,1,0,0,2.0,0.0,1.28
0.0,102.0,2.0,2,1.0,3.0,875.0,0,0,2,1.0,1.0,0.43
0.0,197.0,3.0,3,2.0,1.0,1617.0,0,0,0,1.0,2.0,1.42
1.0,148.0,3.0,3,1.0,2.0,1701.0,0,0,2,1.0,1.0,2.4406666666666665
1.0,147.0,6.0,5,4.0,0.0,6000.0,0,0,0,2.0,2.0,3.82962962962963
0.0,209.0,2.0,2,2.0,4.0,1200.0,0,0,0,2.0,0.0,0.75
0.0,203.0,2.0,2,3.0,4.0,676.0,0,0,0,1.0,1.0,0.4
0.0,191.0,3.0,2,3.0,3.0,1755.0,0,0,0,1.0,0.0,1.15
0.0,193.0,3.0,4,3.0,3.0,2400.0,1,0,0,0.0,2.0,1.93
0.0,189.0,4.0,5,4.0,3.0,2535.0,0,0,0,2.0,1.0,1.75
0.0,191.0,3.0,4,3.0,3.0,1414.0,1,1,2,0.0,2.0,1.8
0.0,42.0,3.0,4,0.0,1.0,2480.0,0,0,0,1.0,2.0,1.0
0.0,169.0,2.0,2,3.0,3.0,1114.0,0,0,0,2.0,2.0,1.45
0.0,206.0,4.0,3,4.0,0.0,2102.0,0,0,0,1.0,2.0,1.5
1.0,223.0,1.0,4,4.0,2.0,535.0,0,0,0,1.0,2.0,1.2795
0.0,96.0,3.0,5,4.0,3.0,2802.0,1,0,2,1.0,0.0,3.75
1.0,159.0,5.0,4,4.0,0.0,1548.0,0,1,2,2.0,1.0,2.655
0.0,190.0,1.0,1,0.0,3.0,650.0,0,0,0,1.0,2.0,0.62
0.0,89.0,3.0,4,0.0,1.0,2361.0,0,0,0,2.0,1.0,1.4
0.0,91.0,4.0,4,3.0,3.0,3055.0,1,0,0,0.0,2.0,1.9
1.0,111.0,3.0,2,1.0,2.0,608.0,0,0,0,1.0,1.0,1.1666666666666667
1.0,136.0,5.0,5,0.0,3.0,340.0,0,0,0,1.0,1.0,1.8125
0.0,165.0,4.0,6,3.0,3.0,3702.0,1,1,2,2.0,0.0,9.14
0.0,91.0,3.0,3,2.0,0.0,2028.0,1,0,0,2.0,1.0,1.8
1.0,55.0,2.0,4,4.0,0.0,61.0,0,0,0,1.0,2.0,1.7596
0.0,89.0,2.0,2,4.0,3.0,1366.0,0,0,0,2.0,2.0,0.82
1.0,118.0,2.0,2,1.0,2.0,1450.0,0,1,0,1.0,2.0,2.762380952380952
0.0,84.0,3.0,4,3.0,3.0,1162.0,1,0,2,0.0,2.0,1.55
0.0,191.0,3.0,3,3.0,3.0,1600.0,1,0,2,0.0,2.0,1.75
1.0,136.0,10.0,11,4.0,3.0,7000.0,0,0,2,1.0,2.0,1.8125
0.0,199.0,3.0,3,4.0,3.0,1700.0,1,0,0,2.0,0.0,1.25
0.0,90.0,2.0,2,3.0,3.0,1193.0,1,0,0,0.0,2.0,0.97
0.0,127.0,3.0,3,4.0,1.0,1807.0,0,0,2,1.0,2.0,1.7
0.0,170.0,3.0,3,3.0,3.0,2200.0,1,0,2,1.0,2.0,2.99
0.0,193.0,2.0,2,3.0,3.0,1640.0,0,0,2,0.0,0.0,1.2
0.0,195.0,2.0,2,3.0,3.0,1327.0,0,0,0,0.0,0.0,1.15
0.0,168.0,4.0,4,3.0,3.0,1975.0,1,0,0,1.0,1.0,2.85
0.0,164.0,2.0,2,2.0,1.0,1307.0,0,0,0,2.0,2.0,1.6
0.0,86.0,3.0,4,3.0,1.0,2602.0,0,0,0,2.0,0.0,1.8
0.0,221.0,2.0,2,2.0,4.0,852.0,0,0,0,2.0,2.0,0.54
0.0,127.0,3.0,3,3.0,4.0,1789.0,0,0,0,1.0,0.0,1.7
0.0,97.0,3.0,3,4.0,1.0,1980.0,1,0,0,2.0,2.0,2.48
0.0,188.0,2.0,2,2.0,4.0,1222.0,0,0,0,1.0,1.0,0.96
0.0,85.0,3.0,4,4.0,1.0,1705.0,1,0,0,1.0,2.0,1.12
0.0,203.0,2.0,2,3.0,1.0,625.0,0,0,0,2.0,2.0,0.8
1.0,151.0,5.0,5,3.0,0.0,3240.0,1,0,0,1.0,1.0,3.141923076923077
0.0,133.0,3.0,3,4.0,1.0,1875.0,0,0,0,2.0,1.0,0.95
0.0,128.0,3.0,2,3.0,4.0,1081.0,0,0,0,1.0,2.0,0.72
0.0,188.0,3.0,3,4.0,3.0,1650.0,1,0,1,1.0,0.0,2.4
0.0,97.0,2.0,2,3.0,3.0,1573.0,0,0,0,2.0,2.0,1.75
0.0,168.0,3.0,3,3.0,1.0,1717.0,1,1,0,2.0,2.0,4.6
0.0,192.0,2.0,2,3.0,1.0,1350.0,0,0,0,1.0,2.0,0.85
0.0,221.0,2.0,2,3.0,1.0,934.0,0,0,0,2.0,2.0,0.56
0.0,181.0,3.0,3,3.0,3.0,1900.0,0,0,0,0.0,2.0,2.25
0.0,169.0,3.0,4,2.0,3.0,1800.0,1,0,2,0.0,0.0,2.1
0.0,151.0,3.0,4,4.0,2.0,2883.0,1,0,2,2.0,2.0,3.25
0.0,168.0,3.0,3,3.0,3.0,1591.0,1,0,2,2.0,1.0,2.36
0.0,193.0,3.0,3,2.0,3.0,1825.0,0,0,0,1.0,0.0,1.75
0.0,83.0,3.0,3,4.0,0.0,1591.0,1,0,0,2.0,1.0,0.73
1.0,110.0,2.0,4,4.0,2.0,1557.0,0,0,2,1.0,2.0,1.0565454545454545
1.0,177.0,4.0,4,4.0,1.0,2610.0,0,0,0,1.0,2.0,1.670875
1.0,120.0,2.0,1,0.0,3.0,500.0,0,0,0,1.0,1.0,0.3825
1.0,87.0,2.0,2,1.0,0.0,450.0,0,0,0,1.0,1.0,0.43
0.0,110.0,2.0,2,2.0,3.0,800.0,0,0,0,1.0,2.0,0.35
1.0,162.0,4.0,2,2.0,0.0,1600.0,0,0,0,1.0,1.0,0.4866666666666666
1.0,173.0,4.0,3,2.0,1.0,1800.0,0,0,1,2.0,2.0,1.5615967032967033
0.0,160.0,2.0,2,1.0,3.0,1562.0,0,0,2,1.0,2.0,2.2
1.0,101.0,3.0,3,2.0,0.0,3249.0,0,0,0,1.0,2.0,2.622
0.0,182.0,2.0,2,1.0,4.0,864.0,0,0,0,2.0,2.0,0.5
1.0,93.0,2.0,6,4.0,3.0,1215.0,0,0,0,1.0,2.0,0.495
1.0,137.0,1.0,4,3.0,0.0,603.0,0,0,0,1.0,2.0,0.4544444444444444
0.0,118.0,3.0,3,1.0,2.0,1370.0,0,0,2,2.0,0.0,2.0
0.0,149.0,1.0,1,1.0,3.0,662.0,0,0,0,1.0,2.0,0.255
0.0,165.0,4.0,4,4.0,0.0,4337.0,0,0,0,2.0,2.0,6.5
0.0,193.0,2.0,3,4.0,3.0,1741.0,0,1,0,2.0,2.0,1.04
0.0,85.0,3.0,3,4.0,3.0,1591.0,0,0,0,1.0,0.0,1.65
0.0,195.0,3.0,3,2.0,3.0,2102.0,0,0,0,1.0,2.0,1.5
0.0,194.0,2.0,2,1.0,1.0,569.0,1,0,0,1.0,2.0,0.415
0.0,134.0,3.0,3,3.0,3.0,1132.0,0,0,2,1.0,2.0,1.72
1.0,115.0,5.0,5,3.0,0.0,6400.0,1,0,2,2.0,1.0,5.033333333333333
0.0,90.0,3.0,3,2.0,3.0,1711.0,0,0,0,2.0,2.0,2.6
1.0,118.0,6.0,5,4.0,1.0,3240.0,1,1,0,0.0,2.0,2.762380952380952
0.0,185.0,2.0,2,3.0,1.0,1786.0,0,0,0,2.0,2.0,1.41
0.0,84.0,3.0,3,4.0,3.0,2500.0,1,0,0,0.0,1.0,1.9
0.0,169.0,3.0,4,3.0,3.0,2000.0,1,0,2,2.0,2.0,3.45
0.0,164.0,2.0,2,2.0,4.0,1307.0,0,0,0,1.0,2.0,1.47
0.0,200.0,4.0,3,4.0,3.0,1788.0,1,1,0,2.0,2.0,1.75
0.0,205.0,2.0,2,1.0,3.0,601.0,0,0,0,1.0,2.0,0.32
0.0,158.0,3.0,3,3.0,0.0,1920.0,0,0,2,2.0,2.0,1.39
1.0,101.0,5.0,5,1.0,3.0,2841.0,0,0,0,1.0,1.0,2.622
0.0,176.0,3.0,5,3.0,0.0,1319.0,1,0,0,2.0,2.0,1.67
0.0,89.0,2.0,2,2.0,1.0,636.0,0,0,0,1.0,0.0,0.5
0.0,134.0,3.0,3,3.0,3.0,1811.0,0,0,0,2.0,2.0,1.45
1.0,69.0,2.0,2,1.0,3.0,1700.0,0,0,0,1.0,2.0,1.7596
0.0,91.0,3.0,3,4.0,3.0,1466.0,0,0,0,0.0,2.0,1.5
0.0,199.0,2.0,2,1.0,1.0,598.0,0,0,0,1.0,2.0,0.4
0.0,134.0,2.0,2,3.0,1.0,677.0,0,0,0,1.0,2.0,0.6
0.0,141.0,4.0,4,3.0,2.0,2900.0,0,0,0,1.0,1.0,3.4
1.0,186.0,1.0,1,1.0,0.0,568.0,0,0,0,1.0,2.0,1.7596
0.0,221.0,3.0,3,0.0,3.0,1780.0,0,0,0,2.0,0.0,1.2
0.0,181.0,3.0,3,3.0,1.0,2018.0,0,0,2,1.0,0.0,2.2
0.0,90.0,2.0,2,2.0,3.0,1365.0,0,0,2,0.0,2.0,0.65
0.0,169.0,3.0,4,3.0,3.0,1700.0,1,0,2,2.0,2.0,2.8
1.0,136.0,1.0,1,2.0,3.0,800.0,0,0,0,1.0,2.0,1.8125
0.0,173.0,2.0,3,0.0,3.0,1100.0,0,0,0,2.0,1.0,1.2
0.0,127.0,3.0,2,4.0,4.0,1640.0,0,0,0,1.0,2.0,1.35
0.0,177.0,2.0,2,2.0,0.0,1565.0,0,0,0,2.0,0.0,1.6
0.0,199.0,2.0,2,3.0,1.0,1352.0,0,0,0,2.0,2.0,0.7
0.0,193.0,4.0,4,4.0,1.0,3482.0,0,0,0,1.0,0.0,2.7
