property_type,society,sector,price_per_sqft,areaWithType,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Price_in_Crore,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,eldeco accolade,sohna road,6543.0,Super Built up area 1452(134.9 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),1452.0,2.0,2,3+,6.0,East,New Property,0.95,,,849.0,1,0,0,0,0,2,56,726.0
house,emaar mgf marbella,sector 66,,Plot area 360(301.01 sq.m.),3240.0,4.0,4,3+,3.0,East,Relatively New,,,3240.0,,1,1,1,1,0,2,160,810.0
house,sushant lok 1 builder floors,sector 43,,Plot area 418(349.5 sq.m.),3762.0,8.0,8,3,3.0,West,Moderately Old,,,3762.0,,1,1,1,1,0,1,160,470.25
flat,ats kocoon,sector 109,12879.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),1320.0,3.0,3,3,22.0,East,Relatively New,1.7,,1550.0,1320.0,0,0,0,0,0,0,103,440.0
flat,malibu towers,sector 47,10699.0,Carpet area: 2290 (212.75 sq.m.),2290.0,3.0,4,2,1.0,,Old Property,2.45,,,2290.0,1,0,0,0,0,2,42,763.3333333333334
flat,signature global grand iva,sector 103,8287.0,Carpet area: 361.88 (33.62 sq.m.),362.0,1.0,2,2,5.0,,New Property,0.3,,,361.88,0,0,0,0,0,0,37,362.0
flat,dlf the skycourt,sector 86,7895.0,Super Built up area 1900(176.52 sq.m.),1900.0,3.0,3,1,16.0,East,Relatively New,1.5,1900.0,,,0,0,0,0,1,0,49,633.3333333333334
flat,shree vardhman flora,sector 90,4815.0,Super Built up area 1350(125.42 sq.m.),1350.0,2.0,2,3,6.0,East,Relatively New,0.65,1350.0,,,1,0,0,0,0,0,165,675.0
flat,housing apna enclave,sector 4,4105.0,Built Up area: 950 (88.26 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),950.0,2.0,2,1,1.0,North-East,Undefined,0.39,,950.0,750.0,0,0,0,0,0,0,0,475.0
house,independent,sector 55,,Plot area 172(143.81 sq.m.),1548.0,5.0,4,3+,2.0,North-East,Moderately Old,,,1548.0,,0,1,1,0,0,2,59,309.6
flat,dlf regal gardens,sector 90,6460.0,Super Built up area 1703(158.21 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1935.0,3.0,3,3,10.0,South,Relatively New,1.25,,1650.0,1600.0,0,0,0,0,1,2,38,645.0
flat,dlf regal gardens,sector 90,8036.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),2215.0,4.0,4,3+,8.0,South,Relatively New,1.78,,2000.0,1650.0,0,0,0,0,0,0,126,553.75
flat,dlf the ultima,sector 81,10476.0,Super Built up area 2100(195.1 sq.m.),2100.0,3.0,4,3+,17.0,East,Relatively New,2.2,2100.0,,,0,1,0,0,0,1,49,700.0
flat,m3m capital,sector 113,12012.0,Super Built up area 1665(154.68 sq.m.),1665.0,3.0,3,2,24.0,,Under Construction,2.0,1665.0,,,0,0,0,0,0,0,47,555.0
house,independent,sector 49,,Plot area 320(267.56 sq.m.),2880.0,6.0,6,3,3.0,North,Moderately Old,,,2880.0,,1,1,1,1,0,1,152,480.0
flat,chd avenue,sector 71,6049.0,Super Built up area 1620(150.5 sq.m.),1620.0,3.0,3,3,0.0,South-East,Moderately Old,0.98,1620.0,,,1,0,0,0,0,0,65,540.0
flat,m3m capital,sector 113,14800.0,Super Built up area 1695(157.47 sq.m.),1696.0,3.0,3,3+,2.0,North-West,Under Construction,2.51,1695.0,,,1,0,0,0,0,0,49,565.3333333333334
flat,breez global heights,sohna road,6479.0,Carpet area: 710 (65.96 sq.m.),710.0,2.0,2,2,6.0,East,Relatively New,0.46,,,710.0,0,0,0,0,0,1,49,355.0
flat,tulip yellow,sector 69,10563.0,Carpet area: 1704 (158.31 sq.m.),1704.0,3.0,3,3,14.0,East,Under Construction,1.8,,,1704.0,0,0,0,0,0,0,49,568.0
flat,m3m merlin,sector 67,14377.0,Super Built up area 2358(219.07 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2358.0,3.0,4,3,14.0,East,Relatively New,3.39,,2100.0,2000.0,0,1,0,0,0,2,26,786.0
flat,kendriya vihar,sector 56,7769.0,Carpet area: 605 (56.21 sq.m.),605.0,1.0,1,1,3.0,,Old Property,0.47,,,605.0,0,0,0,0,0,2,52,605.0
flat,shyam apartment,sector 3,3714.0,Super Built up area 700(65.03 sq.m.)Carpet area: 530 sq.ft. (49.24 sq.m.),700.0,2.0,1,2,2.0,,Relatively New,0.26,,,530.0,0,0,0,0,0,0,0,350.0
flat,emaar gurgaon greens,sector 102,9333.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),1650.0,3.0,3,3,12.0,North-East,Relatively New,1.54,,,1022.58,0,1,0,0,0,0,61,550.0
flat,ss the leaf,sector 85,8306.0,Super Built up area 2408(223.71 sq.m.),2408.0,3.0,4,3,8.0,East,Relatively New,2.0,2408.0,,,0,1,0,0,0,0,21,802.6666666666666
flat,bestech altura,sector 79,9000.0,Carpet area: 2150 (199.74 sq.m.),2111.0,3.0,4,2,11.0,,New Property,1.9,,,2150.0,0,1,0,0,0,0,49,703.6666666666666
flat,indiabulls centrum park,sector 103,8348.0,Super Built up area 2875(267.1 sq.m.)Built Up area: 2456 sq.ft. (228.17 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),2875.0,4.0,6,3+,15.0,North-East,Relatively New,2.4,,2456.0,2100.0,0,1,0,0,0,0,156,718.75
flat,smart world orchard,sector 61,12250.0,Carpet area: 1200 (111.48 sq.m.),1200.0,2.0,2,2,2.0,,Under Construction,1.47,,,1200.0,1,0,0,0,0,0,76,600.0
house,independent,sector 15 part 2,,Plot area 359(300.17 sq.m.),3240.0,3.0,3,2,1.0,North,Old Property,,,3231.0,,0,0,1,0,0,0,67,1080.0
flat,pareena coban residences,sector 99a,7097.0,Super Built up area 1550(144 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1550.0,2.0,2,3,9.0,North-East,New Property,1.1,,,1200.0,1,0,0,0,0,0,88,775.0
flat,signature global park,sohna road,6446.0,Carpet area: 1210 (112.41 sq.m.),1210.0,3.0,3,3,3.0,South-West,Relatively New,0.78,,,1210.0,0,0,0,1,0,0,150,403.3333333333333
flat,smart world orchard,sector 61,13913.0,Carpet area: 1150 (106.84 sq.m.),1150.0,2.0,2,2,3.0,,Under Construction,1.6,,,1150.0,1,0,0,0,0,0,37,575.0
flat,tulip violet,sector 69,8458.0,Super Built up area 2010(186.74 sq.m.)Carpet area: 1610 sq.ft. (149.57 sq.m.),2010.0,4.0,4,2,10.0,South-West,Relatively New,1.7,,,1610.0,1,1,1,1,0,0,174,502.5
flat,emaar gurgaon greens,sector 102,8485.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),1650.0,3.0,3,3,3.0,East,Relatively New,1.4,,,1022.58,0,1,0,0,0,0,60,550.0
flat,adani aangan arcade,sector 88a,7188.0,Carpet area: 625.47 (58.11 sq.m.),626.0,2.0,2,1,8.0,,New Property,0.45,,,625.47,0,0,0,0,0,0,14,313.0
flat,ss the leaf,sector 85,6951.0,Super Built up area 1640(152.36 sq.m.),1640.0,2.0,2,3,4.0,South,Relatively New,1.14,1640.0,,,0,0,0,0,0,0,109,820.0
flat,conscient heritage max,sector 102,10376.0,Super Built up area 2554(237.27 sq.m.),2554.0,4.0,5,3+,17.0,North,Moderately Old,2.65,2554.0,,,0,1,0,0,0,0,125,638.5
flat,godrej oasis,sector 88a,6680.0,Carpet area: 2066 (191.94 sq.m.),2066.0,3.0,3,3+,7.0,North,Relatively New,1.38,,,2066.0,0,1,0,0,0,0,72,688.6666666666666
flat,suncity vatsal valley,gwal pahari,10140.0,Built Up area: 1430 (132.85 sq.m.)Carpet area: 760 sq.ft. (70.61 sq.m.),1430.0,3.0,3,3,4.0,,Under Construction,1.45,,1430.0,760.0,0,0,0,0,0,0,49,476.6666666666667
flat,corona optus,sector 37c,6912.0,Super Built up area 1765(163.97 sq.m.)Built Up area: 1665 sq.ft. (154.68 sq.m.)Carpet area: 1565 sq.ft. (145.39 sq.m.),1765.0,3.0,4,3,5.0,South-East,Relatively New,1.22,,1665.0,1565.0,0,0,0,0,0,0,149,588.3333333333334
house,independent,sector 26,,Plot area 150(125.42 sq.m.),1350.0,4.0,4,3,2.0,North,Old Property,,,1350.0,,0,0,1,0,0,0,41,337.5
house,independent,sector 50,,Plot area 360(301.01 sq.m.),3240.0,5.0,5,3,2.0,,Moderately Old,,,3240.0,,1,1,0,0,0,0,42,648.0
flat,puri emerald bay,sector 104,9388.0,Super Built up area 2450(227.61 sq.m.),2450.0,3.0,4,3+,10.0,North-East,Moderately Old,2.3,2450.0,,,0,1,0,0,0,0,101,816.6666666666666
flat,chd avenue,sector 71,6596.0,Super Built up area 1743(161.93 sq.m.),1895.0,3.0,4,2,14.0,North-East,Relatively New,1.25,1743.0,,,1,1,0,1,1,1,128,631.6666666666666
flat,umang monsoon breeze,sector 78,5000.0,Super Built up area 2350(218.32 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2500.0,4.0,4,3,2.0,East,Relatively New,1.25,,2300.0,2000.0,0,1,0,1,1,0,57,625.0
house,international city by sobha phase 1,sector 109,,Plot area 8000(743.22 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),6000.0,5.0,6,3,2.0,North-East,Relatively New,,,7000.0,6000.0,1,1,0,0,0,2,154,1200.0
house,unitech uniworld resorts,sector 33,,Plot area 530(443.15 sq.m.),4770.0,5.0,5,3+,3.0,North,New Property,,,4770.0,,1,1,1,1,0,2,145,954.0
flat,smart world gems,sector 89,9033.0,Carpet area: 1107 (102.84 sq.m.),1107.0,2.0,2,2,1.0,,Under Construction,1.0,,,1107.0,1,0,0,0,0,0,38,553.5
flat,pareena mi casa,sector 68,8835.0,Super Built up area 1245(115.66 sq.m.),1245.0,2.0,2,3,11.0,North,New Property,1.1,1245.0,,,0,0,0,0,0,0,95,622.5
flat,raheja vanya,sector 99a,3976.0,Super Built up area 1252.13(116.33 sq.m.),1484.0,2.0,2,3,1.0,East,Under Construction,0.59,1252.13,,,0,0,0,0,1,0,96,742.0
house,independent,sector 21,,Plot area 150(125.42 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.),1350.0,2.0,5,2,3.0,,Relatively New,,,120.0,,0,0,0,0,0,0,0,675.0
flat,m3m skycity,sector 65,13699.0,Carpet area: 1310 (121.7 sq.m.),1314.0,2.0,2,3,13.0,,New Property,1.8,,,1310.0,0,0,0,0,0,0,73,657.0
flat,sare homes,sector 92,4730.0,Carpet area: 1184 (110 sq.m.),1184.0,3.0,1,3,1.0,East,Moderately Old,0.56,,,1184.0,0,0,0,0,0,2,75,394.6666666666667
house,independent,sector 2,,Carpet area: 525 (48.77 sq.m.),525.0,2.0,2,1,1.0,,Relatively New,,,,525.0,0,0,0,0,0,0,0,262.5
flat,ompee k s residency,new sector 2,2993.0,Carpet area: 66 (55.18 sq.m.),5346.0,2.0,2,2,1.0,,Relatively New,1.6,,,66.0,0,0,0,0,0,0,0,2673.0
flat,tulip orange,sector 70,10309.0,Carpet area: 970 (90.12 sq.m.),970.0,3.0,2,2,3.0,,Moderately Old,1.0,,,970.0,0,0,0,0,0,0,58,323.3333333333333
flat,umang monsoon breeze,sector 78,5055.0,Built Up area: 2176 (202.16 sq.m.),2176.0,3.0,3,3+,9.0,,Old Property,1.1,,2176.0,,0,1,0,0,0,0,80,725.3333333333334
flat,trisara our homes 3,sohna road,5564.0,Carpet area: 629 (58.44 sq.m.),629.0,2.0,2,1,2.0,North,New Property,0.35,,,629.0,0,0,0,0,0,0,74,314.5
flat,sbtl caladium,sector 109,7181.0,Super Built up area 1880(174.66 sq.m.)Carpet area: 1128 sq.ft. (104.79 sq.m.),1880.0,3.0,2,3+,12.0,West,Relatively New,1.35,,,1128.0,0,0,0,0,0,0,128,626.6666666666666
flat,signature global city 92,sector 92,7723.0,Super Built up area 1010(93.83 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),1010.0,2.0,2,3,2.0,,Under Construction,0.78,,,700.0,0,0,0,0,1,0,24,505.0
house,independent,mayfield garden,,Plot area 5620(4699.04 sq.m.)Built Up area: 8260 sq.yards (6906.41 sq.m.)Carpet area: 4860 sq.yards (4063.58 sq.m.),8260.0,8.0,8,2,3.0,North-East,Relatively New,,,8260.0,4860.0,0,0,0,1,0,2,49,1032.5
house,dlf city plots,sector 26,,Plot area 500(418.06 sq.m.),4235.0,4.0,4,3,1.0,,Relatively New,,,500.0,,1,0,1,1,0,0,7,1058.75
house,independent,sector 43,,Plot area 61(51 sq.m.),4941.0,10.0,10,3+,5.0,West,New Property,,,549.0,,0,1,0,0,0,0,20,494.1
flat,the close north,sector 50,10685.0,Super Built up area 2480(230.4 sq.m.)Built Up area: 2470 sq.ft. (229.47 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2480.0,3.0,4,3+,6.0,North,Moderately Old,2.65,,2470.0,2000.0,0,1,0,0,0,2,174,826.6666666666666
flat,the ivy,sushant lok,15765.0,Built Up area: 3806 (353.59 sq.m.),3806.0,4.0,5,3,2.0,North-East,Undefined,6.0,,3806.0,,0,0,0,0,0,0,0,951.5
flat,pyramid urban,sector 67a,8571.0,Super Built up area 700(65.03 sq.m.),700.0,2.0,2,2,14.0,,New Property,0.6,700.0,,,0,0,0,0,0,0,15,350.0
house,independent,acharya puri,,Built Up area: 172 (143.81 sq.m.)Carpet area: 171 sq.yards (142.98 sq.m.),1548.0,3.0,3,1,2.0,,Old Property,,,172.0,171.0,0,0,0,0,1,0,0,516.0
flat,ashiana anmol,sohna road,9464.0,Super Built up area 1275(118.45 sq.m.)Carpet area: 951 sq.ft. (88.35 sq.m.),951.0,2.0,2,2,13.0,South,Relatively New,0.9,,,951.0,0,0,0,0,0,1,120,475.5
flat,experion the heartsong,sector 108,13351.0,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),734.0,2.0,3,3,4.0,East,Relatively New,0.98,,978.23,734.43,1,0,0,0,0,0,135,367.0
flat,umang winter hills,sector 77,7857.0,Super Built up area 1260(117.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),1260.0,2.0,2,2,1.0,North,Relatively New,0.99,,,1000.0,0,0,0,0,0,0,97,630.0
flat,m3m heights,sector 65,14996.0,Super Built up area 1261(117.15 sq.m.),1267.0,2.0,2,3,4.0,,Under Construction,1.9,1261.0,,,0,0,0,0,0,0,54,633.5
flat,dlf new town heights,sector 86,6477.0,Super Built up area 1930(179.3 sq.m.),1930.0,3.0,4,3+,2.0,South-West,Relatively New,1.25,1930.0,,,0,1,0,1,0,0,65,643.3333333333334
flat,puri diplomatic greens,sector 111,11727.0,Super Built up area 2200(204.39 sq.m.),2200.0,3.0,4,2,9.0,East,Relatively New,2.58,2200.0,,,0,1,0,0,0,0,101,733.3333333333334
flat,ramprastha skyz,sector 37d,6000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),2000.0,3.0,2,1,9.0,East,Under Construction,1.2,,1900.0,1850.0,0,1,0,0,1,0,53,666.6666666666666
flat,bptp terra,sector 37d,8255.0,Super Built up area 1811(168.25 sq.m.)Carpet area: 1560 sq.ft. (144.93 sq.m.),1817.0,3.0,3,3,12.0,South-West,Relatively New,1.5,,,1560.0,0,0,0,0,1,0,49,605.6666666666666
flat,umang monsoon breeze,sector 78,6494.0,Super Built up area 2250(209.03 sq.m.)Carpet area: 1848 sq.ft. (171.68 sq.m.),1848.0,3.0,3,2,8.0,,Moderately Old,1.2,,,1848.0,0,0,0,1,0,1,8,616.0
flat,signature global synera,sector 81,7434.0,Super Built up area 417(38.74 sq.m.)Carpet area: 320 sq.ft. (29.73 sq.m.),417.0,1.0,1,1,13.0,North,Relatively New,0.31,,,320.0,0,0,0,0,0,1,123,417.0
house,unitech espace,sector 50,,Plot area 240(200.67 sq.m.)Built Up area: 4500 sq.yards (3762.57 sq.m.)Carpet area: 4000 sq.yards (3344.51 sq.m.),2160.0,4.0,4,3,3.0,,Old Property,,,4500.0,4000.0,0,1,0,0,0,2,59,540.0
house,emaar mgf marbella,sector 66,,Plot area 250(209.03 sq.m.)Built Up area: 267 sq.yards (223.25 sq.m.),2250.0,4.0,5,2,3.0,East,New Property,,,267.0,,1,1,0,0,0,0,144,562.5
flat,capital residences 360,sector 70a,8502.0,Super Built up area 1976(183.58 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1560 sq.ft. (144.93 sq.m.),1976.0,3.0,3,3+,5.0,North-East,New Property,1.68,,1900.0,1560.0,0,1,0,0,0,0,141,658.6666666666666
flat,pareena laxmi apartments,sector 99a,5522.0,Super Built up area 575(53.42 sq.m.)Carpet area: 570.17 sq.ft. (52.97 sq.m.),575.0,2.0,2,1,2.0,,New Property,0.3175,,,570.17,0,0,0,0,0,0,43,287.5
flat,ambience creacions,sector 22,19200.0,Carpet area: 2500 (232.26 sq.m.),2500.0,4.0,6,3+,10.0,North-East,New Property,4.8,,,2500.0,0,1,0,1,0,1,49,625.0
house,shri shyam residency,sector 104,,Plot area 500(46.45 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 480 sq.ft. (44.59 sq.m.),500.0,3.0,3,1,2.0,,Moderately Old,,,900.0,480.0,0,0,0,0,1,1,8,166.66666666666666
flat,puri emerald bay,sector 104,10408.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),2450.0,4.0,4,3+,5.0,East,Relatively New,2.55,,,2150.0,0,1,0,0,0,0,49,612.5
flat,the new crpf apartments,sector 9a,5814.0,Carpet area: 1290 (119.84 sq.m.),1290.0,3.0,3,3,6.0,East,Old Property,0.75,,,1290.0,0,0,0,1,0,0,31,430.0
flat,rof ananda,sector 95,6842.0,Carpet area: 380 (35.3 sq.m.),380.0,1.0,1,1,8.0,North,New Property,0.26,,,380.0,0,0,0,0,0,0,49,380.0
flat,sare crescent parc,sector 92,4910.0,Carpet area: 998 (92.72 sq.m.),998.0,2.0,2,2,2.0,,Relatively New,0.49,,,998.0,0,0,0,0,0,0,96,499.0
flat,central park flower valley cerise floors,sector 33,10744.0,Super Built up area 1210(112.41 sq.m.),1210.0,2.0,2,2,3.0,North,New Property,1.3,1210.0,,,1,0,0,0,0,0,22,605.0
flat,shree vardhman flora,sector 90,4854.0,Carpet area: 2575 (239.23 sq.m.),2575.0,4.0,4,3,10.0,East,Relatively New,1.25,,,2575.0,1,0,0,1,0,0,174,643.75
flat,m3m the marina,sector 68,8759.0,Super Built up area 1507(140 sq.m.),1507.0,2.0,2,3,15.0,North-East,Relatively New,1.32,1507.0,,,1,0,0,0,0,0,120,753.5
house,independent,sector 28,,Plot area 864(80.27 sq.m.),864.0,2.0,2,0,2.0,North,Old Property,,,864.0,,0,0,0,0,0,0,7,432.0
flat,palam vihar extension west zone rwa,sector 2,4000.0,Carpet area: 500 (46.45 sq.m.),500.0,1.0,1,1,1.0,,Moderately Old,0.2,,,500.0,0,0,0,0,1,0,0,500.0
flat,orris carnation residency,sector 85,5788.0,Super Built up area 1115(103.59 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),950.0,2.0,2,2,5.0,North-East,Relatively New,0.5499,,1050.0,950.0,0,0,0,0,1,0,174,475.0
flat,smart world orchard,sector 61,12783.0,Carpet area: 1150 (106.84 sq.m.),1150.0,2.0,2,2,4.0,North-East,New Property,1.47,,,1150.0,1,0,0,1,0,0,53,575.0
flat,tulip violet,sector 69,8445.0,Super Built up area 2010(186.74 sq.m.),2013.0,4.0,4,2,7.0,West,Relatively New,1.7,2010.0,,,0,0,0,0,0,0,128,503.25
flat,shapoorji pallonji joyville,sector 102,12022.0,Built Up area: 915 (85.01 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),915.0,2.0,2,1,7.0,,Undefined,1.1,,915.0,700.0,0,0,0,0,0,0,0,457.5
house,house number b-34,sector 5,,Plot area 900(83.61 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.),900.0,2.0,2,1,1.0,,Old Property,,,900.0,,0,0,0,0,0,0,0,450.0
flat,dlf the icon,sector 43,20388.0,Super Built up area 2575(239.23 sq.m.)Built Up area: 2570 sq.ft. (238.76 sq.m.)Carpet area: 2560 sq.ft. (237.83 sq.m.),2575.0,4.0,4,3,9.0,North,Old Property,5.25,,2570.0,2560.0,0,1,0,1,1,0,135,643.75
flat,ashiana anmol,sohna road,11125.0,Super Built up area 1275(118.45 sq.m.)Carpet area: 791 sq.ft. (73.49 sq.m.),791.0,2.0,2,2,13.0,East,Relatively New,0.88,,,791.0,0,0,0,0,0,1,127,395.5
flat,smart world orchard,sector 61,14461.0,Super Built up area 1549(143.91 sq.m.),1549.0,3.0,3,2,3.0,,New Property,2.24,1549.0,,,0,0,0,0,1,0,61,516.3333333333334
house,independent,sector 7,,Built Up area: 330 (30.66 sq.m.),2970.0,4.0,5,0,3.0,,Undefined,,,330.0,,0,0,0,0,0,0,0,742.5
flat,godrej summit,sector 104,6388.0,Carpet area: 1816 (168.71 sq.m.),1816.0,3.0,4,3+,8.0,East,Relatively New,1.16,,,1816.0,0,1,0,0,0,2,96,605.3333333333334
house,vatika independent floors,sector 82,,Plot area 1700(157.94 sq.m.),1700.0,3.0,3,2,3.0,North-West,New Property,,,1700.0,,0,0,0,1,0,0,61,566.6666666666666
flat,sidhartha ncr one,sector 95,4106.0,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1364.0,2.0,2,2,10.0,,Undefined,0.56,,1364.0,1200.0,0,0,0,0,0,0,0,682.0
flat,gls arawali homes,sohna road,7000.0,Super Built up area 567(52.68 sq.m.)Built Up area: 556 sq.ft. (51.65 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),500.0,2.0,2,2,5.0,,Relatively New,0.35,,556.0,500.0,0,0,0,0,0,0,30,250.0
flat,suncity heights,sector 54,14118.0,Carpet area: 2302 (213.86 sq.m.),2302.0,3.0,3,3+,0.0,East,Old Property,3.25,,,2302.0,0,0,0,1,0,2,120,767.3333333333334
flat,central park resorts,sector 48,15240.0,Super Built up area 1870(173.73 sq.m.)Built Up area: 1869 sq.ft. (173.64 sq.m.),2395.0,3.0,3,3+,9.0,North-West,Relatively New,3.65,,1869.0,,0,0,0,0,1,2,157,798.3333333333334
flat,dlf express greens,sector 1a imt manesar,6359.0,Super Built up area 2359(219.16 sq.m.),2359.0,4.0,5,3+,10.0,East,New Property,1.5,2359.0,,,0,1,0,0,0,0,32,589.75
flat,silverglades hightown residences,sector 43,19765.0,Super Built up area 2150(199.74 sq.m.),2125.0,3.0,4,2,7.0,East,Under Construction,4.2,2150.0,,,0,0,0,0,0,0,42,708.3333333333334
flat,sare petioles,sector 92,6098.0,Carpet area: 2050 (190.45 sq.m.),2050.0,3.0,3,3,18.0,,Under Construction,1.25,,,2050.0,0,1,0,0,0,0,44,683.3333333333334
flat,dlf new town heights,sector 86,6114.0,Super Built up area 1930(179.3 sq.m.),2061.0,3.0,3,3,5.0,West,Moderately Old,1.26,1930.0,,,0,1,0,0,1,0,113,687.0
flat,lotus elise,sector 99,6552.0,Carpet area: 1450 (134.71 sq.m.),1450.0,2.0,3,3,7.0,,Relatively New,0.95,,,1450.0,0,1,0,0,0,0,0,725.0
flat,ashiana mulberry,sohna road,5412.0,Super Built up area 1940(180.23 sq.m.)Built Up area: 1175.97 sq.ft. (109.25 sq.m.)Carpet area: 834.96 sq.ft. (77.57 sq.m.),1940.0,2.0,2,3,1.0,North,New Property,1.05,,1175.97,834.96,1,0,0,0,0,0,49,970.0
flat,m3m merlin,sector 67,14419.0,Super Built up area 2358(219.07 sq.m.),2358.0,3.0,4,3,17.0,North,Relatively New,3.4,2358.0,,,0,1,0,0,0,2,174,786.0
flat,adani brahma samsara vilasa,sector 63,16667.0,Carpet area: 1800 (167.23 sq.m.),1800.0,3.0,3,3,3.0,East,New Property,3.0,,,1800.0,0,0,0,0,0,0,24,600.0
flat,m3m skywalk,sector 74,12141.0,Super Built up area 2018(187.48 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1614 sq.ft. (149.95 sq.m.),2018.0,3.0,3,3+,25.0,South-West,Relatively New,2.45,,1800.0,1614.0,1,0,0,0,0,0,137,672.6666666666666
house,independent,sector 104,,Plot area 130(108.7 sq.m.),1170.0,4.0,3,1,2.0,North,Moderately Old,,,1170.0,,0,0,0,0,0,0,0,292.5
flat,indiabulls enigma,sector 110,10000.0,Super Built up area 3400(315.87 sq.m.),3400.0,4.0,5,3,3.0,East,Relatively New,3.4,3400.0,,,0,1,1,0,0,0,90,850.0
flat,rof ananda,sector 95,5647.0,Carpet area: 549.16 (51.02 sq.m.),549.0,2.0,2,1,5.0,North,Relatively New,0.31,,,549.16,0,0,0,1,0,2,74,274.5
house,grover homes sec 4,sector 4,,Plot area 563(470.74 sq.m.),5067.0,5.0,5,1,1.0,South-East,Old Property,,,5067.0,,1,1,0,1,0,2,35,1013.4
flat,avl 36 gurgaon,sector 36a,10204.0,Carpet area: 392 (36.42 sq.m.),392.0,1.0,1,1,4.0,West,Relatively New,0.4,,,392.0,0,0,0,0,0,0,35,392.0
flat,godrej habitat,sector 3,9003.0,Carpet area: 1444 (134.15 sq.m.),1444.0,2.0,2,2,6.0,,Under Construction,1.3,,,1444.0,0,0,0,0,0,0,36,722.0
flat,m3m golfestate,sector 65,17544.0,Super Built up area 3363(312.43 sq.m.),3363.0,3.0,3,3,9.0,,Moderately Old,5.9,3363.0,,,1,0,0,0,0,1,21,1121.0
flat,empire estate,sultanpur,16667.0,Super Built up area 2100(195.1 sq.m.),2100.0,3.0,3,2,3.0,North-West,Moderately Old,3.5,2100.0,,,0,1,0,0,0,2,165,700.0
flat,tulip violet,sector 69,8358.0,Super Built up area 2010(186.74 sq.m.),2010.0,4.0,4,2,7.0,North,Relatively New,1.68,2010.0,,,0,0,0,0,0,0,127,502.5
house,independent,sector 4,,Plot area 540(50.17 sq.m.),540.0,2.0,3,2,3.0,West,Old Property,,,540.0,,0,0,0,0,0,0,0,270.0
flat,signature global park,sohna road,6254.0,Carpet area: 1439 (133.69 sq.m.),1439.0,3.0,3,3,3.0,North-West,Relatively New,0.9,,,1439.0,0,0,0,1,0,0,96,479.6666666666667
flat,shree vardhman victoria,sector 70,9128.0,Super Built up area 1950(181.16 sq.m.),1950.0,3.0,3,3+,7.0,North-East,Relatively New,1.78,1950.0,,,0,1,0,0,1,0,49,650.0
flat,dlf new town heights,sector 90,6218.0,Carpet area: 1930 (179.3 sq.m.),1930.0,3.0,3,3+,8.0,North-West,Moderately Old,1.2,,,1930.0,0,1,0,1,0,0,59,643.3333333333334
flat,bestech altura,sector 79,8837.0,Super Built up area 2150(199.74 sq.m.),2150.0,3.0,4,3,11.0,North-East,Under Construction,1.9,2150.0,,,0,0,0,0,0,0,96,716.6666666666666
